,name,n_or_f
8992,Rule 60(b)(6),1.0
8993,Rule 608,1.0
8994,Rule 609. Impeachment by Evidence of a Criminal Conviction,0.0
8995,"Rule 64A, Ala. Rules of Civil Procedure, 2017 Ala. LEXIS 67",0.0
8997,Rule 68 attorney fees,0.0
8998,rule 68 costs,0.0
8999,Rule 69,1.0
9001,rule 72,1.0
9003,Rule 8.204,1.0
9004,Rule 8(b)(5),1.0
9005,Rule 803,1.0
9006,Rule 803(6),1.0
9007,rule 804,1.0
9008,Rule 804(a)(5) civil,0.0
9009,rule 9,1.0
9010,rule 9,1.0
9011,Rule 902(10),1.0
9012,Rule of Court 5.482,0.0
9013,rule 3.1200,1.0
9016,Rule of Evidence 408,0.0
9017,rule of evidence 608,0.0
9018,rule of evidence 609,0.0
9019,rule of evidence 702,0.0
9021,rule of professional conduct 1.6 confidentiality scope,0.0
9024,rules bankruptcy procedure 1019,0.0
9025,Rules Civ. Proc. R 37,0.0
9027,rule 108,1.0
9028,rules of professional conduct 1.8,0.0
9029,rules of professional conduct 3-310,0.0
9031,S Rep No 101-228,0.0
9032,"S. Rep. No. 102-203, at 27 (1991)",0.0
9033,"S. Rep. No. 103-117, 103rd Cong., 1st Sess.",0.0
9034,"S. Rep. No. 813, 89th Cong., 1st Sess., p. 6",0.0
9035,S.111 - Protect America's Cities from Government Blacklist Act of 2015,0.0
9036,S.D. Ill. R. 7.1,0.0
9037,S.Rep. No. 100-446,0.0
9038,S06A 0568,0.0
9039,s115378,0.0
9040,S137730,0.0
9041,S15A0139,0.0
9042,S17A1722,0.0
9044,S234969,0.0
9045,S249397,0.0
9046,s5678,1.0
9047,Safeco Ins. Co. of Am. v. Superior Court 173 Cal. App. 4th,0.0
9048,salary basis $913,0.0
9049,sale of cocaine 1000 feet from a school,0.0
9050,Sample Responses to Form Interrogatories 17.0,0.0
9051,Sanchez v. Swinerton & Walberg Company (1996) 47 Cal.App 4th,0.0
9052,sanction for not providing discovery '3rd district court of appeals',0.0
9053,sanction pursuant to 11 U.S.C. 105,0.0
9054,"Sanders, 2003 Wisc. App. Lexis 599",0.0
9055,satisfy desires necessary element 120,0.0
9056,SB 10,0.0
9057,SB 1087,0.0
9058,SB 1437,0.0
9059,SB 174,0.0
9060,SB-766,1.0
9061,sc code 29-3-320 statutory penalty,0.0
9062,rule 4.11,1.0
9063,Scott and Ascher on Trusts 164.1,0.0
9064,SCR 4.300,0.0
9066,SCR 7.110(e),0.0
9067,scra 45 day notice,0.0
9068,scst 16-23-20,0.0
9069,rule 13e4,1.0
9070,SEC v. Price 09-cv-1423,0.0
9071,Sec. 101.106 (f) involving judges,0.0
9072,SEC. 27-357(D)1105.1,0.0
9073,Seccion 1010 Definicion; 13 LPRA,0.0
9074,section 102.002,1.0
9075,Section 108(c) of the Bankruptcy Code,1.0
9076,Section 1126(e),1.0
9079,Section 1557,1.0
9080,Section 1557 of the Patient Protection and Affordable Care Act,1.0
9081,section 1692(g),1.0
9082,Section 172,1.0
9084,section 18 of the federal securities act,1.0
9085,Section 18(2) of the New York State General Associations Law,1.0
9087,section 1981 attorney fees,1.0
9088,Section 1981 statute of limitations,1.0
9089,Section 1983 claims to redress FIRST AMENDMENT RETALIATION,1.0
9092,section 202 HUD,1.0
9093,section 208.5,1.0
9094,Section 289 of the Penal Code,1.0
9096,section 301 evasion,1.0
9097,section 301 tariff exemption,1.0
9098,section 344,1.0
9099,Section 349 patent infringement,1.0
9101,Section 3544,1.0
9102,section 361,1.0
9103,SECTION 37-5-108,1.0
9104,section 39-15-401 tenn. code ann.,1.0
9106,section 4(a)(2) of the securities act of 1933,1.0
9107,section 402(c)(6) proceeds,1.0
9109,section 461-h,1.0
9110,Section 4662 of the Public Health Law,1.0
9111,Section 505 attorney fees on appeal,1.0
9112,Section 52-148a ct,1.0
9113,section 5704 of title 5,1.0
9116,section 619,1.0
9118,section 627.4265,1.0
9119,section 72 of the ny Civil Service Law,1.0
9120,Section 8,1.0
9121,Section 800 of the military and veterans code,1.0
9122,Section 9.604,1.0
9123,"Securities Act Release No. 6753 (Feb. 2, 1988)",0.0
9124,See 18 Del. Code 3903,0.0
9125,"See Bernstein v. Oppenheim & Co., P.C., 160 A.D.2d 428 (1st Dept. 1990).",0.0
9126,Seller%2019s Rider to Residential Contract of Sale (NY),0.0
9127,rule 144,1.0
9128,senate bill 1392,0.0
9130,Senate Bill 766,0.0
9131,Senate Rep. No. 91-619,0.0
9132,Sentence Laws of 1985,0.0
9134,separate interest QDRO 11th circuit,0.0
9136,settlement agreement confidential 28 C.F.R. section 50.9,0.0
9137,Rule 6,1.0
9138,severance pay 287.270,0.0
9139,SF 95 Loss of Consortium,0.0
9141,shep 524 F.3d 988,0.0
9142,shep 547 US 268,0.0
9143,shep. Cal Civ Code section 3439.07,0.0
9147,SHERMAN ACT o Section 1 violation has three elements: (1) an agreement; (2) which unreasonably restrains competition; and (3) which affects interstate commerce.,0.0
9148,Shoffner Pritchett 2017,0.0
9149,"Sierra Club v. Superior Court, 57 Cal. 4th 157",0.0
9150,"Sisson v. Lhowe, Suffolk County Superior Court, C.A.#SUCV2006-0830B",0.0
9152,SJC-12462,1.0
9153,sjmc 11.36.220,0.0
9154,slip op 2567,0.0
9155,rule 8,1.0
9156,"Small Label 360 Agreement for Solo Artist, Entertainment Industry Contracts, FORM 159-20",0.0
9157,"Smith v. Nationstar Mortgage, 2 (N.D. Ohio Dec. 21, 2017)",0.0
9158,"So, 3rd 188",0.0
9159,Social Security Law 363-d,0.0
9160,social services law 413,0.0
9161,"Soundboard Ass'n v. United States Ftc, 2017 U.S. Dist. LEXIS 61369",0.0
9162,"special funds, 15-8",0.0
9163,"Specialties of Mex. Inc. v. Masterfoods USA, 2010 U.S. Dist. LEXIS 58782",0.0
9164,specifically 65(d) reasonable detail confidential information,0.0
9165,sps 321.04,0.0
9166,sr 9 1991,0.0
9167,SSL 473-d,0.0
9168,"SSR 82-61, 1982 WL 31386, at *3",0.0
9170,stalking 4th ny,0.0
9172,standard for waiver of article 35,0.0
9174,standard of review for breach of contract 5th district,0.0
9175,standard of review for motion to dismiss standing under 91-A right to know,0.0
9176,standard veview CCP section 1085,0.0
9177,standing to bring a Rule 227 motion dismissed party,0.0
9178,standing under 42 USC section 1983,0.0
9179,standing under 42 USC Section 1983 in real estate cases,0.0
9180,state case stipulated less than 75000 but amended complaint claims exceed diversity jurisdiction can case be removed to federal court,0.0
9181,state case stipulated less than 75000 but amended complaint claims exceed diversity jurisdiction invoke federal court jurisdiction,0.0
9182,state failed to prove child under 17 child pornography,0.0
9183,state v mcgee dwi at 614,0.0
9184,state v perry 2018,0.0
9185,"State v schloredt, 57 wyo",0.0
9186,"State v. Addenbrook, 3 Fla. L. Weekly Supp. 484 (1995)",0.0
9187,state v. aragon 2016 joinder,0.0
9188,"State v. Cruz, 173 N.C. App. 689, 620 S.E. 2d 251",0.0
9189,"State v. Fosse, 144 Wis. 2d 700",0.0
9190,state v. grady coa 17-731 inman,0.0
9192,"State v. Obermiller, 147 Ohio St. 3d 175, 2016-Ohio-1594",0.0
9193,"State v. Seelig Court of Appeals of North Carolina November 15, 2012, Heard in the Court of Appeals; March 19, 2013, Filed NO. COA12-442",0.0
9194,state v. taylor M2005-01941-COA-R3-DD,0.0
9195,State v. Turner COA 16-656,0.0
9196,"State v. Wilson, __ N.C. App. ___ (December 6, 2016",0.0
9197,"State v. Wilson, 60 Wn. App. 887",0.0
9198,Statement admissible custody sitting in police vehicle,0.0
9199,Statute of limitation by 2 days,0.0
9202,statute of staff judicial final analysis HB 775 fla JUNE 2 1999,0.0
9203,statutory disqualification fdic order bar 15(b)(4)(H),0.0
9204,STF section 190,0.0
9205,stipulation of settlement modification; family law,0.0
9208,Stubler 1983,0.0
9209,"student loan, discharge, chapter 7 distribution",0.0
9211,"substantial change circumstances, modification, child support, section 510",0.0
9213,sufficient excess income to fund a chapter 11 plan,0.0
9219,rule 604,1.0
9220,surcharge 29 u.s.c. 1132(a)(3),0.0
9221,"Surrogate Czygier; relief against a fiduciary, July 2, 2001",0.0
9223,Synopsis to CPLR section 2301 : Scope of subpoena.,0.0
9224,T8 USC 841,0.0
9225,TAC 0620-5-1-.3,0.0
9226,tax code 41.413,0.0
9228,TCA 66-29-113):,0.0
9229,tea 29-20-113,0.0
9230,tea chapter 21 non-renewal contract year,0.0
9231,Technical Advice Memorandum 9853002,0.0
9232,tenants rights 718 condo lease,0.0
9233,"tenderloin housing clinic, 128.5, sanction, compel, deposition",0.0
9234,tenn r civ p 65,0.0
9236,tenn. r. evidence 803 adoption statement hearsay,0.0
9237,Tex Prop Tax Code 33.43,0.0
9239,Tex. Bus. & Com. Code section 15.50 law reviews,0.0
9240,tex. labor code section 92.025,0.0
9241,"Tex. Penal Code section 22.011, Part 1 of 2",0.0
9242,tex. prop. code 5463,0.0
9243,Tex. Rev. Civ. Stat. Ann. art. 7425b-12,0.0
9244,Texas (sec. 311.016(5)).,0.0
9245,texas 3.901,0.0
9246,Texas Administrative Code 3.901,0.0
9248,texas estate code 257.054,0.0
9249,texas estates code 205.002,0.0
9250,Texas estates code 251,0.0
9251,penal code 38.14,1.0
9252,texas property tax code chapter 41,0.0
9253,Texas Rule Civil Procedure 199,0.0
9254,texas rule of civil procedure 196,0.0
9255,Texas rule of civil procedure 320,0.0
9256,Texas Rule of Civil Procedure 93,0.0
9257,texas rule of evidence 404(b)(2),0.0
9258,Texas Rule of Evidence 702,0.0
9259,texas rules of civil procedure 107,0.0
9260,texas rules of civil procedure 190,0.0
9261,Texas rules of civil procedure 76,0.0
9262,texas rules of evidence 801,0.0
9263,TEXT (-17),0.0
9264,Text messages 3101,0.0
9265,Text messages discoverable 3101,0.0
9266,text(3319.111),0.0
9267,"the Act to Prevent Pollution from Ships, 33 U.S.C. section 1908(a),",0.0
9268,the age of the child at the time the witness testifies is irrelevant as long as the child's statement about which the witness testifies was made while the child was under 14 years of age,0.0
9270,"The change of the case plan from reunification to adoption was in the best interest of the children pursuant to La. Child. Code Ann. art. 702(C) because nearly two years had passed since the children were removed from their parents' care and since that time, the children had gained stability in their home lives.",0.0
9271,"The Department of Environmental Protection shall adopt rules and regulations pursuant to the Administrative Procedure Act,",0.0
9272,The Foreign Assistance Act of 1961 amendments,0.0
9273,The Fourth Amendment%2019s protection against unreasonable search and seizure includes both protection from search or seizure without probable cause or a warrant and protection from excessive force during arrest.,0.0
9274,The Landlord and Tenant Act of 1951,0.0
9275,the people v. douglas m. A136993,0.0
9276,THE PUPIL TRANSPORTATION ACT Act 187 of 1990,0.0
9277,THE REHABILITATION ACT OF 1973,0.0
9278,"The rule is well settled that HN5 a person who is procured by an employee * * * to assist him in his duties, the employer assenting to the arrangements, occupies the position of an employee, and that the duty owed him by the employer is the same as that owed to other employees",0.0
9279,"The term sale or sell shall include every contract of sale or disposition of a security or interest in a security, for value. The term offer to sell, offer for sale, or offer shall include every attempt or offer to dispose of, or solicitation of an offer to buy, a security or interest in a security, for value. The terms defined in this paragraph and the term offer to buy as used in subsection (c) of section 5 shall not include preliminary negotiations",0.0
9280,thein stewart 30.30,0.0
9281,"Though married couple who had filed Chapter 7 were eligible to file Chapter 11 case pursuant to 11 USCS section 109(d), application of Chapter 11's provisions, including 11 USCS section 1123 and 11 USCS section 1129, to couple's particular financial situation did not result in generation of sufficient excess income to fund plan that would pay substantial portion of their unsecured debt and thus, did not support creditor's claim that their Chapter 7 filing was abuse within meaning of 11 USCS section 707(b).",0.0
9282,three accidents within a three year period failure to renew multiple insureds 626.9541,0.0
9283,ti (Honeycutt chase) and date (2018),0.0
9285,Title 10,1.0
9287,Title 32,1.0
9288,title 35,1.0
9289,Title 3B,1.0
9290,Title 47,1.0
9291,title 5,1.0
9292,Title 59,1.0
9293,title 61,1.0
9296,title 9,1.0
9297,Title VII,1.0
9298,tn code ann 25-5-101 cases,0.0
9299,TN Middle District 3:12-cv-00463,0.0
9300,"To establish ineffective assistance of counsel, an appellant must show that his counsel%2019s representation was deficient and that the deficiency prejudiced the defense.",0.0
9301,"Tompkins v. State, SW2d 511",0.0
9302,"TOP 20 LAW FIRMS NOVEMBER 1, 2017",0.0
9303,town law 268,0.0
9306,transport of person on 5150 hold by ambulance,0.0
9308,TRCP 199,0.0
9310,trcp 199.4,0.0
9311,Treas. Reg. section 1.501,0.0
9312,treas. reg. 1.367-4,0.0
9313,treasury regulation 1.170,0.0
9314,Treasury Regulation 1.274,0.0
9315,treat judgment lien like mortgage chapter 11,0.0
9316,"Trent v. Mortgage Elec. Registration Sys., Inc., 288 F.4 App'x 571 (11th Cir. 2008)",0.0
9317,Trial Rule 30(B)(6) testimony,0.0
9318,rule 32,1.0
9319,Rule 60(B)(8),1.0
9320,"Tribal sovereign immunity August 21, 2018",0.0
9321,trujillo 3142 bail reform act,0.0
9323,TSB-A-92,0.0
9324,TSB-H-84(29)S(1984),0.0
9325,turn signal 200 feet,0.0
9326,u-35852,1.0
9327,U.S. App. LEXIS 17110,0.0
9328,"U.S. Const., art. I, section 8",0.0
9329,"U.S. ex rel. Se. Carpenters Reg%2019l Council v. Fulton Cnty., Ga",0.0
9330,U.S. Serial Set ID: 10234 H.rp.2139,0.0
9332,U.S.C 5703,0.0
9333,ucc 4-a,0.0
9334,UCC 9102,0.0
9335,UCC 9204,0.0
9336,ucc article 2 practice guide,0.0
9337,ucc article 9,0.0
9339,UCCC 1.201,0.0
9340,UCRCCC 4.03(1),0.0
9341,uim exhaust multiple claimants 38a-336(b),0.0
9342,UM 1147,0.0
9343,unamenable proposition 36,0.0
9344,uniform commercial code 3401,0.0
9345,Uniform Commercial Code 9607,0.0
9346,uniform commercial code article 9,0.0
9348,Uniform Deposition Act Section 6 comments,0.0
9349,rule 2.12,1.0
9350,uniform rule court of appeal first circuit Louisiana 4-5,0.0
9351,"United States Bank, N.A. v. Cantartzoglou, 2013 Cal. Super. LEXIS 12594",0.0
9352,United States v Hodge ( Third Cricuit 2000),0.0
9353,"United States v Lloyd, Pinkerton, Second Circuit, August 20, 2018",0.0
9354,"United States v. $307,970.00, in U.S. Currency, 156 F. Supp. 3d 708",0.0
9355,united states v. collins 16-cr-00244,0.0
9358,United States v. Hodges ( 3rd Circuit),0.0
9360,United States v. Occidental Petroleum S-79-989 ],0.0
9361,united states v. state 179,0.0
9362,"United States v. Whitley, No. 17-4343",0.0
9363,us 46 11108,0.0
9364,US CODE 1643(d),0.0
9365,usc 1983,0.0
9366,USC 2255,0.0
9367,usc chapter 36,0.0
9368,"USCIS, sunset provision, 30 day notice",0.0
9369,USCS Federal Rules of Evidence 407,0.0
9370,USERRA 8th,0.0
9371,using backround check over 7 years to disqualified for job in texxas,0.0
9372,USSG section2L1.2 cmt. app. n.1(B)(vii),0.0
9373,ussg 1b1,0.0
9375,rule 36(c),1.0
9377,V.I. R. Civ. P. 12(e),0.0
9378,V.S.A. section 4079,0.0
9379,Va AG Atty Gen OP. NO. 05-094,0.0
9380,vacate 2a: 24,0.0
9381,"Validity, and Applicability to Causes of Action, of Statute Shortening Limitation Period or Period of Repose, 76 A.L.R.6th 31",0.0
9382,vamr 66.01,0.0
9383,"Vandegrift v. City of Phila., 2017 U.S. Dist. LEXIS 4374",0.0
9384,"Vasquez v. Residential Investments, Inc., 118 Cal. App. 4th 269",0.0
9385,VAT 1225(c)(2)(a),0.0
9386,vc 23540,0.0
9387,Vehicle & Traffic Law section 1265,0.0
9390,vehicle code section 20002,0.0
9391,vehicle code 21801,0.0
9392,vehicle code 22651,0.0
9393,vehicle code 23123,0.0
9394,vehicle code 23153,0.0
9395,vehicle leases $101 purchase option,0.0
9396,verdict; additional surgery,0.0
9398,verdict; multiple surgeries,0.0
9401,village law 3-312,0.0
9402,"Villasenor, 17 BRBS 19",0.0
9403,Violation exchange act of 1934 Section 10b,0.0
9404,Virginia 20-107.2,0.0
9405,virginia 49-26,0.0
9406,virginia code of professional responsibility DR 7-102,0.0
9407,Virginia Jury Instruction 4.040,0.0
9408,rule 4.2,1.0
9409,rule 4:11(b),1.0
9410,visiting nurse services of new york nyll 741,0.0
9411,VTL 1120,1.0
9412,vtl 1163,1.0
9413,VTL 1172,1.0
9414,VTL 1174,1.0
9415,VTL 1194,1.0
9416,vtl 311,1.0
9417,vtl 375,1.0
9418,W Va 23-4-2,0.0
9419,w-9 enforce settlement,0.0
9420,W.S. 14-2-504,0.0
9422,w&i 709,0.0
9423,Wachovia Mortgage Corp. (2011) 198 Cal.App.4th 737,0.0
9424,wage order 5,0.0
9425,waive 5th amendment privilege by failing to respond to discovery,0.0
9426,Waiver 41A,0.0
9427,"War Assets Administration on October 27, 1947",0.0
9428,Washington Official Form 5,0.0
9429,"Washington Trout v. Lohn, No. C01-1863R, Western District, Washington",0.0
9430,WCC 20.36.310,1.0
9431,WCL section 2,0.0
9432,WCL section 2(7),0.0
9433,WD80701,0.0
9434,welfare and institutions code 15657,0.0
9435,welfare and institutions code 5008.2,0.0
9436,welfare and institutions code 5328,0.0
9437,Welfare and Institutions Code section 14124.78,0.0
9440,What are the elements of title vii of civil rights act of 1944,0.0
9442,"What constitutes good cause allowing federal court to relieve party of his default under Rule 55(c) of Federal Rules of Civil Procedure, 29 A.L.R. Fed. 7",0.0
9444,what does it mean to be in bona fide dispute under 303(b)(1),0.0
9445,What is the definition of section 1031 exchange?,0.0
9446,probate code section 16061,1.0
9447,"Whatcom Co., v. W. Wash. Growth Mgmt. Hearings Bd. and WCC 20.36.310",0.0
9448,when is a 30 day notice of termination deemed given,0.0
9451,"White Sands Beach Club, Inc. v. Zoning Bd. of Appeals, 57 Mass. App. Ct. 1116",0.0
9452,who is a supervisor under 29 usc 152(11)?,0.0
9453,"Who is Chief Judge Batchelder, Alice Moore (US Appeals Ct., 6th Circuit)?",0.0
9454,WI ST 137.11,0.0
9455,WIC section 5250,0.0
9456,WIC section346,0.0
9457,WIC 10851,0.0
9458,wic 355.1(a) juvenile,0.0
9459,WIC 727.1(b)(1),0.0
9460,willful violation of automatic stay 362(k),0.0
9461,williams v. commonwealth 2001 capital murder,0.0
9462,Williams v. First Student 45 CWCR 43,0.0
9464,WIS JI-CIVIL 3074,0.0
9465,wl 692739,0.0
9466,work for hire category 101,0.0
9467,Workers. Compensation Law Section 23 New York Mileage retroactive,0.0
9468,WPI 31.02.01(1)(a),0.0
9470,ws 6-4-204,0.0
9471,WT Docket No. 11-40,0.0
9473,WYO. CODE R. section 5,0.0
9474,zoning Article 78 homeowner,0.0
9475,"""28 U.S.C. § 1915A""",0.0
9476,"""12(b)(6)""",0.0
9478,627.428,0.0
9479,"""4123.90""",0.0
9480,"FORM(""Exhibit 10"")",0.0
9481,"atl3(""securities"")",0.0
9482,"""34""",0.0
9484,"""41.700""",0.0
9485,L 1994,0.0
9486,"""p-14-03",0.0
9488,"""temporary labor camps"" 1910.142",0.0
9489,3025,0.0
9490,"""Proposition 21"" + California",0.0
9492,Seth Stoughton,0.0
9493,"""448.08""",0.0
9494,"547 US. 268; ""true value of case""",0.0
9496,"""rule 408""",0.0
9497,"""1332(d)""",0.0
9498,"""2315.18 (B)(2)"" cap award",0.0
9499,"""rule 15""",0.0
9500,"""Rule 45(d)(1)""",0.0
9501,149.43,0.0
9502,542,0.0
9503,"""12:235-3.6""",0.0
9504,"""18 U.S.C. 248""",0.0
9505,"""21 C.F.R. § 202.1(e)""",0.0
9506,"""626.9541""",0.0
9507,42 usc 7604 (d) injunct!,0.0
9508,"""CPLR 3101""",1.0
9509,132a,0.0
9510,"""801.05(3)""",0.0
9511,"""article 78""",0.0
9512,"""Fed. R. Crim. P. 44""",1.0
9513,§ 303.131 Proceedings for Temporary Restraining Order and Order to Show Cause re Preliminary Injunction [Code Civ. Proc. § 527]%2014Ex Parte Application,0.0
9514,Docket No. 185,0.0
9515,1.51,0.0
9516,"""8-k""",0.0
9517,"""Rule 26""",0.0
9518,"""§ 1030""",0.0
9519,"""rule 1.442""",1.0
9521,37(c)(1),0.0
9522,Prob. Code,0.0
9523,"""26(g)""",0.0
9524,"""prop 65""",1.0
9525,"""chapter 7""",0.0
9526,"""Rule 11""",0.0
9527,41-29-139,0.0
9528,1125,0.0
9530,"""2805-b""",0.0
9531,"""3-717""",1.0
9532,"""Civ. R. 60(B)(5)""",1.0
9533,"""44-7-14""",0.0
9534,"""Rule 50""",0.0
9535,"§ 67 DETRIMENTAL RELIANCE%2014""PROMISSORY ESTOPPEL""",0.0
9536,15 usc 1114,0.0
9537,87100,0.0
9538,"""Rule 24""",0.0
9540,1104,0.0
9541,"""1637""",0.0
9542,"""4:42-9(b)""",1.0
9543,"""503(b)(3)(D)""",0.0
9544,"""measure 37""",0.0
9545,101.103 Motion for Summary Judgment by Defendant,0.0
9547,741.3,0.0
9548,"""1292(a)(2)""",0.0
9552,ORS § 20.075,0.0
9554,"""rule 42""",0.0
9555,"""rule 50(a)""",0.0
9557,"Rule 402 service of process front door""",0.0
9558,"""crim.r. 44(a)""",0.0
9560,2009 NY Slip Op 33037(U),0.0
9561,768.28 !,0.0
9562,Iqbal,0.0
9563,3122,0.0
9564,"""37(a)(5)(C)""",0.0
9565,"""Rule 65""",0.0
9566,12(B)(6),0.0
9567,39-17-417,0.0
9568,Health and Safety Code § 25363,0.0
9569,721,0.0
9571,"""Chapter 11""",0.0
9572,§ 24-8-804. Hearsay rule exceptions; declarant unavailable,0.0
9574,Uniform Trust Code § 1010,0.0
9575,558,0.0
9576,1027,0.0
9577,"""§ 101""",0.0
9579,"""cplr 3120""",1.0
9580,"""declaratory judgment"" ""tort"" ""duty"" ""2315""",0.0
9581,"""Fed. R. Evid. 201""",1.0
9582,13-5,0.0
9583,29 U.S.C. § 1056(d)(3)(H) QDRO,0.0
9584,30(b)(6) deposition,0.0
9585,42 USC 1981 discrimination,0.0
9586,chapter 86,0.0
9587,FORM(10-K),0.0
9588,23:49.1,1.0
9589,90.803,0.0
9590,"""18 U.S.C. 2721""",0.0
9591,"""259-c(14)""",0.0
9592,"""365(p)(1)""",0.0
9593,"""37(D)""",0.0
9596,"""Rule 23""",0.0
9597,2018 NY Slip Op 31940(U),0.0
9600,"""1983""",0.0
9601,"""404(b)""",0.0
9602,"""60-456""",0.0
9603,"""article 62""",0.0
9606,911 call,0.0
9607,911 call,0.0
9608,911 call,0.0
9609,Anti-SLAPP,0.0
9610,"""1030""",0.0
9612,"""80 Stat. 220""",0.0
9613,"""Chapter 95""",0.0
9614,"""or the like"" 112b indefinite",0.0
9615,18.2-186.3,0.0
9616,18.2-308,0.0
9618,25-324 (B),0.0
9619,N.C. Gen. Stat. § 58-63-15(11)(f),0.0
9620,"ny 5015 ""child support""",0.0
9621,rule 4:1,0.0
9623,"""12(a)(4)(a)""",0.0
9625,"""3.353""",0.0
9626,"""42 U.S.C. § 1983""",0.0
9627,"""470.25(2)(d)""",0.0
9628,"""American Jurisprudence 2d (AMJUR)""",1.0
9630,"""lewd and lascivious"" ""florida statute 800.02""",0.0
9631,"""rule 20""",0.0
9633,"%25""spencer bachus""",0.0
9635,2255 + sentencing guidelines + challenge,0.0
9636,26.2601-1(b)(1)(iv) inclusion ratio qualified severance,0.0
9637,ca Code Civ. Proc.,1.0
9638,References to: O.C.G.A. § 9-11-38,0.0
9639,52.1,0.0
9640,301.91,0.0
9641,18702.2,0.0
9642,"""137 F.2d 632""",1.0
9643,"""199926030""",0.0
9644,"""26(a)(2)""",0.0
9645,"""3212(f)""",0.0
9647,"""50%25""",0.0
9648,"""income tax"" resident 183",0.0
9649,"""issue 2""",0.0
9650,"""rule 12(f)""",0.0
9651,"""Rule 30(b)(6)""",0.0
9653,12(g),0.0
9654,12(g),0.0
9655,120 ALR 557,0.0
9656,"18.2-248 ""eight ball"" reversed",0.0
9657,2C:24-4,1.0
9658,3.104(a),0.0
9659,341(h)(7),0.0
9660,5G,0.0
9661,Brann v. Williams,0.0
9662,"debtor moved reconsider ""confirmation order"" ""3008""",0.0
9663,1.14,0.0
9664,"""152.211"" and",0.0
9665,"""28 U.S.C. §292(d)""",0.0
9666,"""2925.11""",0.0
9668,"""316.1945(1)(a)""",0.0
9669,"""37.9*""",0.0
9670,"""4:10-3""",1.0
9671,"""43 P.S. § 954(c)""",0.0
9673,"""580d""",0.0
9674,"""R.C. 2315.19""",0.0
9675,"""rule 3.7""",1.0
9676,"""rule 406""",0.0
9677,"""Tex. R. Civ. P. 193.3(b)""",1.0
9678,§ 125.121 Stipulation by Counsel [Code Civ. Proc. § 283(1)] to Consolidation of Actions [Code Civ. Proc. § 1048(a)],0.0
9679,15(a),0.0
9680,1601.12 Contents of charge; amendment of charge.,0.0
9681,1692g,0.0
9683,271(a) method drug label,0.0
9684,702 expert excluded review relevant materials discovery,0.0
9685,Cal Civ Code § 2924.12 material violation,0.0
9686,chapter 13 eligibility 109 under secured debt,0.0
9687,liberal standard rule 15(c),0.0
9688,local rule 16-3,0.0
9689,motion to consolidate rule 42,0.0
9690,njre 803c(6),0.0
9691,people v harris ad2d 887,0.0
9692,So,0.0
9694,1094.6,0.0
9695,5101,0.0
9696,"""""316.10(b)(3(iii)",1.0
9697,"""2953.08"" ""contrary to law"" ""community control sanctions""",0.0
9698,"""3",0.0
9699,"""31 U.S.C. § 1341""",0.0
9700,"""42 U.S.C. 1983""",0.0
9701,"""549 S.W.3d""",1.0
9704,"""Rule 404""",0.0
9705,1998 cr 07272 + John Smith,0.0
9706,20-107.3,0.0
9707,2255 + ineffective assistance of counsel + sentencing guidelines,0.0
9708,35-50-2-8,0.0
9709,761(a)(1) department of corrections,0.0
9710,"atl2(""breach of contract"")",0.0
9712,not admissible evidence under FRE 1006,0.0
9713,55:40.6,1.0
9715,308,0.0
9716,1202,0.0
9717,2117.06,0.0
9718,"""2111""",0.0
9719,"""231(c)""",0.0
9720,"""312 F.2d 418""",1.0
9721,"""3148(2)""",0.0
9722,"""35 u.s.c. § 145""",0.0
9723,"""7702""",0.0
9725,"""publication 1""",0.0
9726,§ 552A Contributory Negligence,0.0
9727,11th amendment immunity,0.0
9728,128.7 sanctions,0.0
9729,1404!,0.0
9730,18.2-374.3,0.0
9731,19-9-3,0.0
9732,362(k) defenses,0.0
9733,5 101. RETENTION OF FINANCIAL INSTITUTION RECORDS,0.0
9734,720.305 fees,0.0
9736,934.03 intercept contemporaneous,0.0
9737,CCP §1021,0.0
9738,criminal rule 4,0.0
9739,"IRC Section 162(a) deduction ""breach of fiduciary duty""",0.0
9740,Labor Law 241(6),0.0
9744,4903.8,0.0
9745,"""08.98.235""",0.0
9746,"""1.163""",0.0
9747,"""15-1009""",0.0
9748,"""2018""",0.0
9749,"""21 C.F.R. § 202.1(e)(6)""",0.0
9750,"""2810.3""",0.0
9751,"""292.5(a)""",0.0
9752,"""3.104(a)""",0.0
9753,"""414(k)""",0.0
9754,"""4905.02(A)(2)""",0.0
9755,"""5 C.F.R § 1201.59(c)""",1.0
9756,"""508.010.4""",0.0
9758,"""A.R.S. § 13-1814""",1.0
9759,"""class: 30"")",0.0
9761,"""CPLR § 603"" ""declaratory""",0.0
9762,"""End result test 72 Taxes 722""",1.0
9763,"""export control reform act of 2018""",1.0
9765,"""is subject to monitoring by the Trade Representative under section 306 of the Trade Act of 1974""",1.0
9766,"""ley num. 246""",1.0
9767,"""LR-42-73""",0.0
9768,"""Military Lending Improvement Act of 2018""",1.0
9769,"""N.J.A.C. 14:18-4.6""",1.0
9770,"""N.J.S.A. 34:13A-5.4(a)5"" ""refusing to negotiate"" forgot neglected",0.0
9771,"""proposition 64"" + license + sale",0.0
9772,"""residency"" 183",0.0
9778,"""Section 705""",0.0
9779,"""uniform superior court rule 6.5""",1.0
9780,§ F17.07 Age Discrimination in Employment (Age Discrimination in Employment Act,0.0
9781,104-South East-103,0.0
