query,r_1,r_2,r_3,r_4,r_5,r_6,r_7,r_8,r_9,r_10,r_11,r_12,r_13,r_14,r_not
"2:16cv1302. Oyster Optics, Llc V. Coriant America Inc. Et Al",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2:16cv1799. Preston V. Fidelity Brokerage Services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2:17-cv-00478,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2:17-cv-06270,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2:17cv8948. Doe V. Ortho-La Holdings, Llc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2:18-cv-01338-JCM-PAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2:404(b),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2:6-11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2:803(6),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2:9-5 stay of arbitration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2.06(g),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2.116(C)(8),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2.118(D),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2.2-3700,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2.2-3705.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2.2-3707.01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2.23705.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2.4(8),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2.4(8),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2.403(M)(1),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2.420(c),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2.64.80,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20 C.F,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20 U.S.C. 1415(l),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20-103,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20-106,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20-108.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20-109,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20-12-119,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20-124,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20-124.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20-139.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20-151,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20-157.01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20-1673,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20-2-4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20-2-671,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20-2-991,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20-280.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20-351.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20-49.10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20-75.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20-91,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20-99,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20-99.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20:3-34,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20.203(a),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20.2053-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20.32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20(d),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
200.5(j),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
200.5(j)(2)(vi)(a),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20002,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2000d,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2001,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2001,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2001,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2001,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2002,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2002,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2003,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2003,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2004,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2004,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2004,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2005,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2005,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2005,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2006,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2006,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2006,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2006,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2007,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2007,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2007,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2007,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2007,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2007,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2007,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2007-45917,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2008,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2008,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2008,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2008-460,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2008-STA-011,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2009-37,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
201 8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
201,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
201.08(1)(a),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2012,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2012,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2012,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2012,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2012,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2012,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2012,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013-007884,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2013-009719,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2013-2-063CV,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2013-NMCA-028,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014calwkrcomppdlexis587,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014CV000492,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015-01651,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015-09310,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015-CV-2419,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016-2018,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016-L-4964,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017-85109,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2017(a),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
201759,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018-1450,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018-2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018-NMCA-043,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018-Ohio-3095,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018-Ohio-3146,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20182502F,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2019.210,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
202 u.s.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
202.21(d),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2025.340(c),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
203,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2030.300(c),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2031.060(h),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
204,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
206.623,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
206(a)(1),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2060-AT67,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
207,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
208,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
208,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
208-620-567,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
209-a(2),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2090-1(e),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21 C.J,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21 u.s.c. 841(b),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21 usc 321(m),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21 usc 841,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21-020-066,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21-2-132,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21-201,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21-264,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21-3-22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21-32-17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21-604,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21-841(b)(1)(B),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
21-9-301,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21.5(f),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
210.30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2103,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2104,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
211.7o,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2113.55ORC,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
212,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
212,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
212(i),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
213.111,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
216-RICR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
216-RICR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
217,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
217,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2173.05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
218 section 19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21a,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21MKW0A,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21st,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22 section 1505,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22 U.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22-128,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22-138,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22-18-118,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22-2-108,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22-4502,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22-4504,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22-B,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22.1-102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
220,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22050(e),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
221(d)(4),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
221(g),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
222,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
223,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
223,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
225,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2255,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2255,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2255,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2255,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2255,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2255,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2255,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2255,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2255,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2258,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
227(b)(1)(a)(iii),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22a,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22A:1-4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
22C-9-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23-0.5-6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23-1-44,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23-1-49,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23-1.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23-1.7(e)(2),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23-102-114,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23-1044,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23-1204,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23-18-11-11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23-1903,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23-2-58,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23-364(G),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23-38.81,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23-5-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23-603,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23-89-209,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23-92-504,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23.51,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23.95.450,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23(b)(1)(A),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23(b)(2),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23(D),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23(d),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23(d),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23(f),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23(h),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
230-RICR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2302(b)(12),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2305.113,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2309(c),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
231,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Rule 403,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23152,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
232,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2323.51,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
233,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
234,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
234,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
235,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
236,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
236,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
